PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90149592.101c,49.0,F,null,50.0,Half-yearly,null,20.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,230.3
90181463.100b,38.0,M,null,50.0,Annual,null,0.0,Cheaper,P12,Regular,Professional run,Closed zbox,Headquarters,496.1
90157096.100b,40.0,M,null,50.0,Half-yearly,null,6.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,South West,413.6
90160003.100b,34.0,F,null,60.0,Monthly,null,3.0,Cheapest,P10,Regular,Private+trip to office,Street,Paris area,500.1
90119049.101b,23.0,M,Cohabiting,100.0,Half-yearly,Farmer,7.0,Cheaper,P10,Diesel,Private+trip to office,Street,Center,515.2
90148053.101a,30.0,M,null,64.0,Annual,null,14.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,161.6
90182266.101a,28.0,F,null,90.0,Quarterly,null,8.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,372.0
1002532.100b,31.0,M,Married,72.0,Half-yearly,Private employee,12.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,349.4
90161016.100a,39.0,F,null,50.0,Annual,null,3.0,Medium high,P14,Diesel,Private+trip to office,Street,Center,681.8
90194544.100b,24.0,F,null,76.0,Half-yearly,null,6.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Headquarters,536.6
90103478.100a,40.0,F,Cohabiting,68.0,Half-yearly,Public employee,10.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,372.7
90145778.100a,37.0,M,null,51.0,Annual,null,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,526.6
90186888.101a,30.0,M,null,75.0,Monthly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,368.5
90104686.104a,50.0,M,Cohabiting,50.0,Annual,Craftsman,5.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Paris area,316.3
1011151.100a,27.0,M,Divorced,80.0,Half-yearly,Public employee,9.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Headquarters,349.5
90174103.100a,36.0,M,null,51.0,Annual,null,4.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,651.0
90148563.102a,33.0,M,null,60.0,Half-yearly,null,1.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,750.5
90121254.101a,37.0,M,Cohabiting,60.0,Annual,Public employee,6.0,Cheapest,P9,Diesel,Private+trip to office,Opened collective parking,Center,188.4
90194448.100b,33.0,M,null,101.0,Quarterly,null,6.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Paris area,617.2
90104700.100a,30.0,M,Single,64.0,Half-yearly,Other,3.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Paris area,737.3
90132064.101a,41.0,M,null,55.00000000000001,Annual,null,14.0,Cheapest,P5,Regular,Private+trip to office,Opened collective parking,Paris area,151.8
90189249.100a,36.0,M,null,76.0,Half-yearly,null,9.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,423.6
90148245.100a,48.0,M,null,50.0,Annual,null,6.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,176.8
90161483.100a,49.0,M,null,50.0,Annual,null,1.0,Cheapest,P10,Diesel,Professional,Street,Center,310.4
90193943.100b,39.0,M,null,72.0,Quarterly,null,9.0,Cheaper,P11,Diesel,Private+trip to office,Street,Paris area,356.2
90138956.100c,21.0,M,null,85.0,Quarterly,null,16.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Center,483.0
90141103.100a,27.0,M,null,61.0,Half-yearly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,265.6
90146109.101b,42.0,F,null,60.0,Annual,null,16.0,Cheapest,P8,Regular,Professional,Closed zbox,Center,181.8
90167355.100a,75.0,F,null,62.0,Annual,null,4.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Headquarters,832.7
70100038.101b,38.0,M,Cohabiting,50.0,Annual,Craftsman,10.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,135.7
90179426.101a,50.0,M,null,67.0,Half-yearly,null,7.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,329.7
90169896.100b,40.0,M,null,50.0,Annual,null,1.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,372.9
90148549.100a,27.0,M,null,95.0,Annual,null,3.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Paris area,667.1
90104895.100a,51.0,F,Cohabiting,50.0,Half-yearly,Public employee,8.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,182.0
90111341.10a,58.0,M,Cohabiting,85.0,Half-yearly,Private employee,5.0,Cheapest,P9,Diesel,Private+trip to office,Street,Center,691.4
90108258.101a,33.0,M,Cohabiting,50.0,Half-yearly,Public employee,6.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,460.2
70100206.101b,30.0,M,Married,64.0,Half-yearly,Private employee,16.0,Medium low,P12,Regular,Private+trip to office,Closed collective parking,Center,387.3
90135316.100a,47.0,M,null,72.0,Half-yearly,null,2.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,474.5
1002729.101a,30.0,M,Divorced,60.0,Annual,Private employee,11.0,Cheaper,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,199.2
90148621.100b,47.0,F,null,50.0,Half-yearly,null,6.0,Medium low,P12,Regular,Private+trip to office,Closed collective parking,Headquarters,483.1
90133450.100a,46.0,M,null,50.0,Half-yearly,null,10.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,263.9
90168890.100a,46.0,F,null,50.0,Half-yearly,null,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,191.9
90144749.100a,27.0,M,null,76.0,Half-yearly,null,3.0,Cheaper,P9,Diesel,Private+trip to office,Closed zbox,South West,576.2
90106081.101a,34.0,F,Married,51.0,Monthly,Private employee,8.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Paris area,430.2
90148163.100a,44.0,M,null,50.0,Annual,null,2.0,Medium high,P14,Diesel,Private+trip to office,Closed collective parking,Center,690.4
90173104.100b,34.0,F,null,56.99999999999999,Half-yearly,null,4.0,Cheap,P13,Regular,Private+trip to office,Street,Headquarters,921.0
90193257.100b,69.0,M,null,50.0,Annual,null,7.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,369.7
90122978.100a,50.0,M,Single,50.0,Annual,Public employee,9.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,396.6
90145981.100b,27.0,F,null,72.0,Annual,null,0.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,400.0
90157360.100b,35.0,M,null,50.0,Annual,null,0.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,330.3
90121358.101a,53.0,F,Cohabiting,50.0,Annual,Private employee,5.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,355.5
90189966.100a,41.0,M,null,66.0,Annual,null,7.0,Cheaper,P10,Diesel,Private+trip to office,Street,Headquarters,418.3
90159148.100a,33.0,M,null,80.0,Half-yearly,null,2.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,768.8
90153741.100b,30.0,M,null,54.0,Half-yearly,null,2.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,649.6
90135355.100b,50.0,F,null,50.0,Annual,null,8.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,288.5
90132457.100a,37.0,M,null,76.0,Half-yearly,null,10.0,Cheapest,P11,Regular,Private+trip to office,Street,Paris area,319.8
90169228.100a,33.0,F,null,95.0,Half-yearly,null,2.0,Cheaper,P9,Regular,Private+trip to office,Closed collective parking,Paris area,916.7
90183972.100e,43.0,F,null,50.0,Annual,null,7.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,387.9
90133959.101a,32.0,F,null,56.99999999999999,Annual,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,284.0
90134403.100b,56.0,M,null,50.0,Annual,null,0.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,638.4
90172278.101a,39.0,F,null,55.00000000000001,Half-yearly,null,9.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,South West,267.4
90166197.100a,30.0,F,null,80.0,Half-yearly,null,8.0,Cheapest,P10,Diesel,Professional,Street,South West,374.6
90113381.101a,60.0,M,Cohabiting,50.0,Annual,Private employee,10.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Headquarters,236.6
90135352.100b,31.0,M,null,56.99999999999999,Quarterly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,484.4
90188080.100b,22.0,M,null,85.0,Annual,null,8.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,South West,463.2
90104059.101a,31.0,F,Cohabiting,90.0,Half-yearly,Public employee,8.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,717.9
90104368.103a,39.0,M,Single,50.0,Annual,Other,10.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,141.3
90168072.100c,33.0,F,null,76.0,Half-yearly,null,12.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,South West,302.4
90120051.102a,29.0,M,Cohabiting,95.0,Quarterly,Private employee,14.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Center,669.0
90132770.100b,30.0,F,null,68.0,Annual,null,14.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,128.4
90132875.100a,42.0,M,null,50.0,Half-yearly,null,8.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Center,423.2
90104137.10a,31.0,M,Cohabiting,85.0,Half-yearly,Private employee,1.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,586.4
90139294.101a,31.0,F,null,60.0,Half-yearly,null,7.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,396.3
90105811.100a,34.0,M,Married,73.0,Annual,Private employee,12.0,Cheaper,P10,Regular,Private+trip to office,Street,Paris area,276.1
90128185.101a,38.0,F,Cohabiting,50.0,Annual,Private employee,12.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,109.4
90108006.100a,53.0,M,Single,50.0,Annual,Private employee,8.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Center,300.0
90167296.100b,32.0,M,null,64.0,Half-yearly,null,11.0,Medium low,P14,Regular,Private+trip to office,Street,Headquarters,602.6
90147263.100b,40.0,M,null,50.0,Annual,null,13.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Center,126.2
90119676.101a,35.0,M,Single,72.0,Half-yearly,Private employee,5.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,509.6
90158971.100a,51.0,M,null,50.0,Half-yearly,null,14.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,227.5
90153148.100b,61.0,M,null,50.0,Annual,null,2.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,South West,358.3
90154758.100b,33.0,M,null,80.0,Half-yearly,null,8.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,855.6
90193794.100b,55.0,M,null,50.0,Annual,null,8.0,Cheap,P14,Diesel,Private+trip to office,Street,Headquarters,397.0
90187950.100b,35.0,M,null,85.0,Annual,null,13.0,Cheaper,P12,Regular,Private+trip to office,Street,Headquarters,387.2
90107373.101a,24.0,M,Cohabiting,80.0,Quarterly,Private employee,3.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,910.4
90147299.100a,28.0,F,null,68.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,454.6
90152301.100a,37.0,M,null,50.0,Annual,null,12.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,199.6
90170243.101a,47.0,F,null,50.0,Annual,null,16.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Center,140.0
90167228.101a,42.0,M,null,56.99999999999999,Half-yearly,null,6.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,246.6
90145198.101a,35.0,M,null,50.0,Half-yearly,null,29.0,Cheapest,P5,Regular,Private+trip to office,Closed zbox,Center,113.5
90108357.101a,34.0,F,Cohabiting,75.0,Half-yearly,Private employee,4.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,522.7
90127758.101a,30.0,M,Cohabiting,76.0,Half-yearly,Public employee,5.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,515.8
90135359.100b,37.0,M,null,76.0,Quarterly,null,7.0,Cheaper,P13,Regular,Private+trip to office,Opened collective parking,Center,719.4
90191139.100a,27.0,F,null,68.0,Half-yearly,null,5.0,Medium,P15,Diesel,Private+trip to office,Closed zbox,Headquarters,807.7
90128760.101b,29.0,F,Married,80.0,Half-yearly,Public employee,3.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,422.6
90141268.100b,25.0,F,null,100.0,Annual,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,447.9
90132350.100b,27.0,F,null,75.0,Monthly,null,7.0,Cheaper,P10,Diesel,Private+trip to office,Street,Paris area,491.3
1011233.100c,31.0,M,Cohabiting,62.0,Half-yearly,Private employee,7.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,366.4
90183943.101a,33.0,M,null,60.0,Annual,null,7.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,376.7
90182029.100a,55.0,F,null,76.0,Quarterly,null,6.0,Cheapest,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,917.6
1000939.100a,31.0,M,Married,72.0,Half-yearly,Private employee,11.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,304.4
90156138.100b,54.0,F,null,50.0,Annual,null,4.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,512.7
90145891.100b,56.0,M,null,64.0,Half-yearly,null,13.0,Cheaper,P9,Regular,Private+trip to office,Closed collective parking,South West,232.7
90106149.100a,31.0,F,Married,64.0,Quarterly,Private employee,8.0,Cheapest,P10,Diesel,Private+trip to office,Street,Headquarters,197.2
90107935.10a,25.0,M,Cohabiting,85.0,Quarterly,Private employee,5.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Center,713.5
90108358.102a,55.0,M,Widowed,54.0,Annual,Other,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,122.1
90113378.100b,59.0,M,Cohabiting,50.0,Annual,Public employee,0.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,432.0
90134669.103b,52.0,M,null,50.0,Annual,null,31.0,Cheapest,P5,Regular,Private+trip to office,Closed collective parking,Center,100.2
90160616.100b,42.0,M,null,52.0,Half-yearly,null,7.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Paris area,261.3
90138206.100a,45.0,F,null,50.0,Half-yearly,null,2.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,396.6
90149602.100a,27.0,M,null,118.0,Quarterly,null,8.0,Cheaper,P11,Regular,Private+trip to office,Street,Center,754.1
90173771.100a,27.0,M,null,90.0,Quarterly,null,13.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,328.6
90165849.100b,49.0,M,null,50.0,Half-yearly,null,2.0,Medium low,P14,Diesel,Professional,Closed zbox,South West,865.6
90128257.101b,32.0,M,Cohabiting,56.00000000000001,Half-yearly,Private employee,4.0,Cheap,P13,Regular,Professional,Opened collective parking,Center,674.6
90134378.100c,31.0,F,null,52.0,Annual,null,2.0,Medium,P14,Diesel,Private+trip to office,Closed collective parking,Center,666.1
90149317.100a,47.0,F,null,61.0,Annual,null,12.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,146.3
90111585.101a,48.0,F,Single,50.0,Half-yearly,Private employee,18.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Center,196.9
90147750.100a,30.0,F,null,60.0,Half-yearly,null,8.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,South West,492.5
90156512.100b,35.0,F,null,60.0,Half-yearly,null,4.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,South West,486.2
90134089.100a,22.0,M,null,90.0,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,335.8
90123558.101b,26.0,M,Cohabiting,68.0,Half-yearly,Private employee,4.0,Cheapest,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,465.7
90107848.101b,34.0,F,Cohabiting,60.0,Half-yearly,Public employee,18.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,254.1
90156430.100a,67.0,M,null,50.0,Annual,null,6.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Headquarters,297.7
90151330.100e,42.0,M,null,64.0,Half-yearly,null,6.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,425.8
90194055.100a,35.0,M,null,64.0,Half-yearly,null,8.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Paris area,432.0
90191093.100a,46.0,M,null,50.0,Annual,null,7.0,Expensive,P14,Diesel,Private+trip to office,Closed zbox,Center,483.1
90138974.100a,31.0,F,null,76.0,Half-yearly,null,6.0,Cheaper,P12,Diesel,Private+trip to office,Street,Center,598.0
90128572.101a,39.0,M,Cohabiting,50.0,Half-yearly,Public employee,8.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Center,458.8
90160137.100b,27.0,M,null,64.0,Half-yearly,null,5.0,Cheaper,P10,Regular,Private+trip to office,Closed collective parking,Paris area,437.8
90194235.100b,79.0,F,null,63.0,Annual,null,1.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,572.0
90104457.101b,33.0,M,Cohabiting,60.0,Annual,Retiree,13.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,240.6
90144806.101a,30.0,F,null,80.0,Half-yearly,null,13.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,303.7
90174174.101d,48.0,F,null,50.0,Half-yearly,null,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,427.0
90153432.100a,46.0,M,null,50.0,Annual,null,5.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,438.0
90140633.100c,25.0,M,null,76.0,Half-yearly,null,6.0,Cheapest,P9,Regular,Professional run,Opened collective parking,South West,655.6
90155144.100a,46.0,M,null,50.0,Annual,null,6.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Headquarters,371.1
1007592.100a,41.0,M,Married,54.0,Annual,Private employee,8.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,388.3
90132721.101a,43.0,M,null,76.0,Half-yearly,null,4.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Center,765.4
90127683.101a,54.0,M,Married,55.00000000000001,Half-yearly,Craftsman,6.0,Expensive,P16,Diesel,Private+trip to office,Closed zbox,Center,833.9
90193038.100c,63.0,M,null,50.0,Annual,null,8.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,314.4
90107987.101a,39.0,M,Single,60.0,Monthly,Private employee,7.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,303.6
90146098.100a,32.0,F,null,50.0,Monthly,null,7.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,436.0
90163025.100b,34.0,M,null,64.0,Annual,null,14.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Headquarters,232.9
90147009.100c,45.0,F,null,95.0,Half-yearly,null,8.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,332.9
90172307.100a,34.0,M,null,50.0,Half-yearly,null,4.0,Medium,P13,Regular,Private+trip to office,Opened collective parking,South West,467.5
